,x,y,clay1,clay2,clay3,clay4,valsSlope,valsDem
29829,603682.71,6156646.203,23.769,29.982,36.423,27.377,0.048542239,393.5819702
29830,603711.0442,6156646.203,22.456,30.216,39.032,32.963,0.059865206,394.9367676
29831,603739.3784,6156646.203,22.456,30.216,39.032,32.963,0.057690434,396.4800415
29832,603767.7127,6156646.203,22.456,30.216,39.032,32.963,0.044587821,397.5654297
29833,603796.0469,6156646.203,22.456,30.216,39.032,32.963,0.039742325,397.8730164
29834,603824.3811,6156646.203,23.094,30.013,37.354,29.145,0.044134621,397.5346069
29835,603852.7154,6156646.203,23.094,30.013,37.354,29.145,0.045211423,396.8571167
29836,603881.0496,6156646.203,23.094,30.013,37.354,29.145,0.039632592,396.1036072
29837,603909.3839,6156646.203,25.198,28.288,29.242,12.149,0.03019673,395.5732117
29838,603937.7181,6156646.203,25.198,28.288,29.242,12.149,0.02580674,395.4754639
29839,603966.0523,6156646.203,25.198,28.288,29.242,12.149,0.025170369,395.6422729
29840,603994.3866,6156646.203,25.198,28.288,29.242,12.149,0.032817822,395.9766541
29841,604022.7208,6156646.203,23.033,28.735,33.845,22.215,0.062007308,397.4853516
29842,604051.055,6156646.203,23.033,28.735,33.845,22.215,0.063151374,399.391449
29843,604079.3893,6156646.203,23.033,28.735,33.845,22.215,0.055785608,401.0409241
29844,604107.7235,6156646.203,23.267,30.128,36.853,26.886,0.05703304,402.5515747
29845,604136.0577,6156646.203,23.267,30.128,36.853,26.886,0.068561852,404.2758179
29846,604164.392,6156646.203,23.267,30.128,36.853,26.886,0.084242217,406.4179688
29847,604192.7262,6156646.203,23.267,30.128,36.853,26.886,0.097272523,408.9576416
29848,604221.0604,6156646.203,24.085,31.414,38.567,28.513,0.104840353,411.7315369
29849,604249.3947,6156646.203,24.085,31.414,38.567,28.513,0.106534503,414.5678711
29850,NA,NA,NA,NA,NA,NA,NA,NA
29851,604306.0632,6156646.203,24.835,31.45,36.961,23.722,0.098484866,419.9798584
29852,604334.3974,6156646.203,24.835,31.45,36.961,23.722,0.100121565,422.578125
29853,604362.7316,6156646.203,24.835,31.45,36.961,23.722,0.104284197,425.3137817
29854,604391.0659,6156646.203,24.835,31.45,36.961,23.722,0.10194061,428.0621643
29855,604419.4001,6156646.203,26.884,32.04,34.821,17.181,0.089717261,430.4201355
29856,604447.7343,6156646.203,26.884,32.04,34.821,17.181,0.074925937,432.0694275
29857,604476.0686,6156646.203,26.884,32.04,34.821,17.181,0.068868302,433.2596741
29858,604504.4028,6156646.203,25.031,32.053,37.612,23.214,0.081890136,434.7551575
29859,604532.737,6156646.203,25.031,32.053,37.612,23.214,0.105841957,436.9824524
29860,604561.0713,6156646.203,25.031,32.053,37.612,23.214,0.123585358,439.7608032
29861,604589.4055,6156646.203,25.031,32.053,37.612,23.214,0.128257111,442.6430054
29862,604617.7397,6156646.203,25.492,32.16,36.8,20.471,0.121878296,445.2293091
29863,604646.074,6156646.203,25.492,32.16,36.8,20.471,0.111435927,447.4122314
29864,604674.4082,6156646.203,25.492,32.16,36.8,20.471,0.104109332,449.3464661
29865,604702.7425,6156646.203,23.773,31.307,37.089,21.766,0.104237199,451.1552124
29866,604731.0767,6156646.203,23.773,31.307,37.089,21.766,0.112504907,452.8085022
29867,604759.4109,6156646.203,23.773,31.307,37.089,21.766,0.124476396,454.4100342
29868,604787.7452,6156646.203,23.773,31.307,37.089,21.766,0.131148502,455.734375
29869,604816.0794,6156646.203,21.641,30.193,37.59,24.398,0.132980794,456.2238159
29870,604844.4136,6156646.203,21.641,30.193,37.59,24.398,0.134906188,455.5021057
29871,604872.7479,6156646.203,21.641,30.193,37.59,24.398,0.131958783,453.707489
29872,604901.0821,6156646.203,24.07,29.572,32.126,12.7,0.116601288,451.4442139
29873,604929.4163,6156646.203,24.07,29.572,32.126,12.7,0.090899587,449.3928833
29874,604957.7506,6156646.203,24.07,29.572,32.126,12.7,0.062566437,447.975708
29875,604986.0848,6156646.203,24.07,29.572,32.126,12.7,0.041842021,447.3728333
29876,605014.419,6156646.203,25.096,29.262,29.549,6.9066,0.035807837,447.4787598
29877,NA,NA,NA,NA,NA,NA,NA,NA
29878,605071.0875,6156646.203,25.096,29.262,29.549,6.9066,0.040373001,448.7528992
29879,605099.4218,6156646.203,25.096,29.262,29.549,6.9066,0.043037739,449.6265259
29880,605127.756,6156646.203,23.179,31.15,37.621,23.343,0.044621475,450.5202942
29881,605156.0902,6156646.203,23.179,31.15,37.621,23.343,0.046177495,451.2813721
29882,605184.4245,6156646.203,23.179,31.15,37.621,23.343,0.049261097,451.7827454
29883,605212.7587,6156646.203,24.128,31.854,37.856,22.833,0.050956354,451.9759521
29884,605241.0929,6156646.203,24.128,31.854,37.856,22.833,0.047431577,451.9422913
29885,605269.4272,6156646.203,24.128,31.854,37.856,22.833,0.040853441,451.8291626
29886,605297.7614,6156646.203,24.128,31.854,37.856,22.833,0.036454361,451.7190247
29887,605326.0956,6156646.203,27.377,32.09,33.055,10.988,0.034262199,451.5813904
29888,605354.4299,6156646.203,27.377,32.09,33.055,10.988,0.028690701,451.4244995
29889,605382.7641,6156646.203,27.377,32.09,33.055,10.988,0.032962654,451.9584351
29890,605411.0983,6156646.203,26.385,32.574,35.859,16.779,0.042714745,453.1090088
29891,605439.4326,6156646.203,26.385,32.574,35.859,16.779,0.044585366,454.3562622
29892,605467.7668,6156646.203,26.385,32.574,35.859,16.779,0.046060275,455.6297913
29893,605496.101,6156646.203,26.385,32.574,35.859,16.779,0.049389128,456.9674683
29894,605524.4353,6156646.203,26.802,33.837,38.287,20.362,0.055867266,458.4247437
29895,NA,NA,NA,NA,NA,NA,NA,NA
29896,NA,NA,NA,NA,NA,NA,NA,NA
29897,NA,NA,NA,NA,NA,NA,NA,NA
29898,NA,NA,NA,NA,NA,NA,NA,NA
29899,NA,NA,NA,NA,NA,NA,NA,NA
29900,NA,NA,NA,NA,NA,NA,NA,NA
29901,NA,NA,NA,NA,NA,NA,NA,NA
29902,NA,NA,NA,NA,NA,NA,NA,NA
29903,NA,NA,NA,NA,NA,NA,NA,NA
29904,NA,NA,NA,NA,NA,NA,NA,NA
29905,NA,NA,NA,NA,NA,NA,NA,NA
29906,NA,NA,NA,NA,NA,NA,NA,NA
29907,NA,NA,NA,NA,NA,NA,NA,NA
29908,NA,NA,NA,NA,NA,NA,NA,NA
29909,NA,NA,NA,NA,NA,NA,NA,NA
29910,NA,NA,NA,NA,NA,NA,NA,NA
29911,NA,NA,NA,NA,NA,NA,NA,NA
29912,NA,NA,NA,NA,NA,NA,NA,NA
29913,NA,NA,NA,NA,NA,NA,NA,NA
29914,NA,NA,NA,NA,NA,NA,NA,NA
29915,NA,NA,NA,NA,NA,NA,NA,NA
29916,NA,NA,NA,NA,NA,NA,NA,NA
29917,NA,NA,NA,NA,NA,NA,NA,NA
29918,NA,NA,NA,NA,NA,NA,NA,NA
29919,NA,NA,NA,NA,NA,NA,NA,NA
29920,NA,NA,NA,NA,NA,NA,NA,NA
29921,NA,NA,NA,NA,NA,NA,NA,NA
29922,NA,NA,NA,NA,NA,NA,NA,NA
29923,NA,NA,NA,NA,NA,NA,NA,NA
29924,NA,NA,NA,NA,NA,NA,NA,NA
29925,NA,NA,NA,NA,NA,NA,NA,NA
29926,NA,NA,NA,NA,NA,NA,NA,NA
29927,NA,NA,NA,NA,NA,NA,NA,NA
29928,NA,NA,NA,NA,NA,NA,NA,NA
29929,NA,NA,NA,NA,NA,NA,NA,NA
29930,NA,NA,NA,NA,NA,NA,NA,NA
29931,NA,NA,NA,NA,NA,NA,NA,NA
29932,NA,NA,NA,NA,NA,NA,NA,NA
29933,NA,NA,NA,NA,NA,NA,NA,NA
29934,NA,NA,NA,NA,NA,NA,NA,NA
29935,NA,NA,NA,NA,NA,NA,NA,NA
29936,NA,NA,NA,NA,NA,NA,NA,NA
29937,NA,NA,NA,NA,NA,NA,NA,NA
29938,NA,NA,NA,NA,NA,NA,NA,NA
29939,NA,NA,NA,NA,NA,NA,NA,NA
29940,NA,NA,NA,NA,NA,NA,NA,NA
29941,NA,NA,NA,NA,NA,NA,NA,NA
29942,NA,NA,NA,NA,NA,NA,NA,NA
29943,NA,NA,NA,NA,NA,NA,NA,NA
29944,NA,NA,NA,NA,NA,NA,NA,NA
29945,NA,NA,NA,NA,NA,NA,NA,NA
29946,NA,NA,NA,NA,NA,NA,NA,NA
29947,NA,NA,NA,NA,NA,NA,NA,NA
29948,NA,NA,NA,NA,NA,NA,NA,NA
29949,NA,NA,NA,NA,NA,NA,NA,NA
29950,NA,NA,NA,NA,NA,NA,NA,NA
29951,NA,NA,NA,NA,NA,NA,NA,NA
29952,NA,NA,NA,NA,NA,NA,NA,NA
29953,NA,NA,NA,NA,NA,NA,NA,NA
29954,NA,NA,NA,NA,NA,NA,NA,NA
29955,NA,NA,NA,NA,NA,NA,NA,NA
29956,NA,NA,NA,NA,NA,NA,NA,NA
29957,NA,NA,NA,NA,NA,NA,NA,NA
29958,NA,NA,NA,NA,NA,NA,NA,NA
29959,NA,NA,NA,NA,NA,NA,NA,NA
29960,NA,NA,NA,NA,NA,NA,NA,NA
29961,NA,NA,NA,NA,NA,NA,NA,NA
29962,NA,NA,NA,NA,NA,NA,NA,NA
29963,NA,NA,NA,NA,NA,NA,NA,NA
29964,NA,NA,NA,NA,NA,NA,NA,NA
29965,NA,NA,NA,NA,NA,NA,NA,NA
29966,NA,NA,NA,NA,NA,NA,NA,NA
29967,NA,NA,NA,NA,NA,NA,NA,NA
29968,NA,NA,NA,NA,NA,NA,NA,NA
29969,NA,NA,NA,NA,NA,NA,NA,NA
29970,NA,NA,NA,NA,NA,NA,NA,NA
29971,NA,NA,NA,NA,NA,NA,NA,NA
29972,NA,NA,NA,NA,NA,NA,NA,NA
29973,NA,NA,NA,NA,NA,NA,NA,NA
29974,NA,NA,NA,NA,NA,NA,NA,NA
29975,NA,NA,NA,NA,NA,NA,NA,NA
29976,NA,NA,NA,NA,NA,NA,NA,NA
29977,NA,NA,NA,NA,NA,NA,NA,NA
29978,NA,NA,NA,NA,NA,NA,NA,NA
29979,NA,NA,NA,NA,NA,NA,NA,NA
29980,NA,NA,NA,NA,NA,NA,NA,NA
29981,NA,NA,NA,NA,NA,NA,NA,NA
29982,NA,NA,NA,NA,NA,NA,NA,NA
29983,NA,NA,NA,NA,NA,NA,NA,NA
29984,NA,NA,NA,NA,NA,NA,NA,NA
29985,NA,NA,NA,NA,NA,NA,NA,NA
29986,NA,NA,NA,NA,NA,NA,NA,NA
29987,NA,NA,NA,NA,NA,NA,NA,NA
29988,NA,NA,NA,NA,NA,NA,NA,NA
29989,NA,NA,NA,NA,NA,NA,NA,NA
29990,NA,NA,NA,NA,NA,NA,NA,NA
29991,NA,NA,NA,NA,NA,NA,NA,NA
29992,NA,NA,NA,NA,NA,NA,NA,NA
29993,601954.3216,6156617.869,32.248,37.342,44.093,37.626,0.117254652,370.8049927
29994,601982.6558,6156617.869,32.248,37.342,44.093,37.626,0.115569055,367.5523682
29995,602010.9901,6156617.869,23.547,28.668,35.707,30.364,0.111720599,364.2962341
29996,602039.3243,6156617.869,23.547,28.668,35.707,30.364,0.099392429,361.2315674
29997,602067.6585,6156617.869,23.547,28.668,35.707,30.364,0.076516099,358.6502991
29998,602095.9928,6156617.869,23.547,28.668,35.707,30.364,0.047724962,356.9063416
29999,602124.327,6156617.869,23.826,27.073,31.042,21.714,0.030266676,356.1651001
30000,602152.6612,6156617.869,23.826,27.073,31.042,21.714,0.0320413,356.1818237
30001,602180.9955,6156617.869,23.826,27.073,31.042,21.714,0.03605102,356.5984192
30002,602209.3297,6156617.869,22.565,28.283,36.229,32.366,0.03566429,357.1400452
30003,602237.664,6156617.869,22.565,28.283,36.229,32.366,0.033001781,357.5071411
30004,602265.9982,6156617.869,22.565,28.283,36.229,32.366,0.032680266,357.5608215
30005,602294.3324,6156617.869,22.565,28.283,36.229,32.366,0.034400485,357.3981934
30006,602322.6667,6156617.869,23.556,27.139,31.451,22.521,0.035846982,357.1674805
30007,602351.0009,6156617.869,23.556,27.139,31.451,22.521,0.037074115,356.9773865
30008,602379.3351,6156617.869,23.556,27.139,31.451,22.521,0.038560331,356.87677
30009,602407.6694,6156617.869,23.439,27.997,33.838,27.019,0.0392785,356.8830566
30010,602436.0036,6156617.869,23.439,27.997,33.838,27.019,0.03832747,357.0102844
30011,602464.3378,6156617.869,23.439,27.997,33.838,27.019,0.035545357,357.2164001
30012,602492.6721,6156617.869,23.439,27.997,33.838,27.019,0.031831298,357.4017334
30013,602521.0063,6156617.869,24.936,28.308,32.096,22.401,0.027404541,357.5275879
30014,602549.3405,6156617.869,24.936,28.308,32.096,22.401,0.020437235,357.5918274
30015,602577.6748,6156617.869,24.936,28.308,32.096,22.401,0.013796495,357.5220032
30016,602606.009,6156617.869,25.863,27.965,29.557,16.783,0.003061804,357.3878479
30017,602634.3433,6156617.869,25.863,27.965,29.557,16.783,0.010807995,357.5281067
30018,602662.6775,6156617.869,25.863,27.965,29.557,16.783,0.015090813,357.8729553
30019,602691.0117,6156617.869,25.863,27.965,29.557,16.783,0.025470227,358.1994629
30020,602719.346,6156617.869,25.459,28.084,30.403,18.486,0.041500591,359.2147217
30021,602747.6802,6156617.869,25.459,28.084,30.403,18.486,0.040711083,360.1679077
30022,602776.0144,6156617.869,25.459,28.084,30.403,18.486,0.037742954,360.8806458
30023,602804.3487,6156617.869,25.176,28.279,31.2,19.857,0.040569816,361.4963989
30024,602832.6829,6156617.869,25.176,28.279,31.2,19.857,0.047476307,362.3353271
30025,602861.0171,6156617.869,25.176,28.279,31.2,19.857,0.047763575,363.4718628
30026,602889.3514,6156617.869,25.176,28.279,31.2,19.857,0.043906614,364.4368896
30027,602917.6856,6156617.869,25.03,28.561,32.014,21.174,0.043510571,365.2997742
30028,602946.0198,6156617.869,25.03,28.561,32.014,21.174,0.041019235,366.2182617
30029,602974.3541,6156617.869,25.03,28.561,32.014,21.174,0.035429675,367.0889893
30030,603002.6883,6156617.869,25.238,29.102,32.937,22.386,0.030203782,367.749115
30031,603031.0226,6156617.869,25.238,29.102,32.937,22.386,0.029253867,368.2772217
30032,603059.3568,6156617.869,25.238,29.102,32.937,22.386,0.032890901,368.8757629
30033,603087.691,6156617.869,25.238,29.102,32.937,22.386,0.040080179,369.716095
30034,603116.0253,6156617.869,23.863,30.141,37.798,32.29,0.04706002,370.8593445
30035,603144.3595,6156617.869,23.863,30.141,37.798,32.29,0.050653093,372.2042236
30036,603172.6937,6156617.869,23.863,30.141,37.798,32.29,0.05107012,373.6358337
30037,603201.028,6156617.869,23.289,31.399,41.831,39.739,0.047188833,375.061615
30038,603229.3622,6156617.869,23.289,31.399,41.831,39.739,0.039100323,376.3031921
30039,603257.6964,6156617.869,23.289,31.399,41.831,39.739,0.03330588,377.2775269
30040,603286.0307,6156617.869,23.289,31.399,41.831,39.739,0.03421979,378.1438599
30041,603314.3649,6156617.869,23.621,31.179,40.506,36.576,0.038484696,379.0482788
30042,603342.6991,6156617.869,23.621,31.179,40.506,36.576,0.042305514,380.0677185
30043,603371.0334,6156617.869,23.621,31.179,40.506,36.576,0.045118503,381.1747437
30044,603399.3676,6156617.869,23.621,31.179,40.506,36.576,0.048713807,382.3793945
30045,603427.7019,6156617.869,23.313,31.034,40.381,36.052,0.052740209,383.7395325
30046,603456.0361,6156617.869,23.313,31.034,40.381,36.052,0.055925351,385.2195435
30047,603484.3703,6156617.869,23.313,31.034,40.381,36.052,0.05668886,386.7843018
30048,603512.7046,6156617.869,23.775,30.45,37.828,30.359,0.051634192,388.3021851
30049,603541.0388,6156617.869,23.775,30.45,37.828,30.359,0.042273276,389.5415955
30050,603569.373,6156617.869,23.775,30.45,37.828,30.359,0.034227651,390.4717712
30051,603597.7073,6156617.869,23.775,30.45,37.828,30.359,0.030076221,391.2328796
30052,603626.0415,6156617.869,23.769,29.982,36.423,27.377,0.03078736,392.0073547
30053,603654.3757,6156617.869,23.769,29.982,36.423,27.377,0.037482969,392.9429321
30054,603682.71,6156617.869,23.769,29.982,36.423,27.377,0.04836069,394.1257629
30055,603711.0442,6156617.869,22.456,30.216,39.032,32.963,0.056466751,395.6162109
30056,603739.3784,6156617.869,22.456,30.216,39.032,32.963,0.050979845,397.2179565
30057,603767.7127,6156617.869,22.456,30.216,39.032,32.963,0.032567162,398.3682861
30058,603796.0469,6156617.869,22.456,30.216,39.032,32.963,0.022724291,398.7712708
30059,603824.3811,6156617.869,23.094,30.013,37.354,29.145,0.032938126,398.5074768
30060,603852.7154,6156617.869,23.094,30.013,37.354,29.145,0.0411532,397.8261719
30061,603881.0496,6156617.869,23.094,30.013,37.354,29.145,0.040893465,397.0090942
30062,603909.3839,6156617.869,25.198,28.288,29.242,12.149,0.034173887,396.3979797
30063,603937.7181,6156617.869,25.198,28.288,29.242,12.149,0.029486604,396.2376099
30064,603966.0523,6156617.869,25.198,28.288,29.242,12.149,0.027925087,396.3756104
30065,603994.3866,6156617.869,25.198,28.288,29.242,12.149,0.025484892,396.4586487
30066,604022.7208,6156617.869,23.033,28.735,33.845,22.215,0.047750734,397.0292358
30067,604051.055,6156617.869,23.033,28.735,33.845,22.215,0.070016019,399.1642151
30068,604079.3893,6156617.869,23.033,28.735,33.845,22.215,0.061949775,400.9988708
30069,604107.7235,6156617.869,23.267,30.128,36.853,26.886,0.064685769,402.6787109
30070,604136.0577,6156617.869,23.267,30.128,36.853,26.886,0.078732662,404.6404724
30071,604164.392,6156617.869,23.267,30.128,36.853,26.886,0.093368426,407.055603
30072,604192.7262,6156617.869,23.267,30.128,36.853,26.886,0.101798348,409.7827454
30073,604221.0604,6156617.869,24.085,31.414,38.567,28.513,0.103464022,412.6571045
30074,604249.3947,6156617.869,24.085,31.414,38.567,28.513,0.099626787,415.5005798
30075,604277.7289,6156617.869,24.085,31.414,38.567,28.513,0.094134443,418.1855469
30076,604306.0632,6156617.869,24.835,31.45,36.961,23.722,0.093145221,420.7383728
30077,604334.3974,6156617.869,24.835,31.45,36.961,23.722,0.099373311,423.3720398
30078,604362.7316,6156617.869,24.835,31.45,36.961,23.722,0.106441878,426.2541504
30079,604391.0659,6156617.869,24.835,31.45,36.961,23.722,0.103044488,429.2338867
30080,604419.4001,6156617.869,26.884,32.04,34.821,17.181,0.085023336,431.8095093
30081,604447.7343,6156617.869,26.884,32.04,34.821,17.181,0.065785654,433.5210266
30082,604476.0686,6156617.869,26.884,32.04,34.821,17.181,0.064084671,434.6057739
30083,604504.4028,6156617.869,25.031,32.053,37.612,23.214,0.086354822,436.1368713
30084,604532.737,6156617.869,25.031,32.053,37.612,23.214,0.116010517,438.6656799
30085,604561.0713,6156617.869,25.031,32.053,37.612,23.214,0.13213636,441.8386841
30086,604589.4055,6156617.869,25.031,32.053,37.612,23.214,0.131461337,445.0345764
30087,604617.7397,6156617.869,25.492,32.16,36.8,20.471,0.121305913,447.7394104
30088,604646.074,6156617.869,25.492,32.16,36.8,20.471,0.112275995,449.8558655
30089,604674.4082,6156617.869,25.492,32.16,36.8,20.471,0.110987127,451.7218933
30090,604702.7425,6156617.869,23.773,31.307,37.089,21.766,0.117939852,453.6732178
30091,604731.0767,6156617.869,23.773,31.307,37.089,21.766,0.130562395,455.7093201
30092,604759.4109,6156617.869,23.773,31.307,37.089,21.766,0.140177429,457.785675
30093,604787.7452,6156617.869,23.773,31.307,37.089,21.766,0.139165789,459.4717102
30094,604816.0794,6156617.869,21.641,30.193,37.59,24.398,0.134333238,460.0788269
30095,604844.4136,6156617.869,21.641,30.193,37.59,24.398,0.137869075,459.1853638
30096,604872.7479,6156617.869,21.641,30.193,37.59,24.398,0.142927155,456.9414673
30097,604901.0821,6156617.869,24.07,29.572,32.126,12.7,0.133992702,454.0756226
30098,604929.4163,6156617.869,24.07,29.572,32.126,12.7,0.109421261,451.4569702
30099,604957.7506,6156617.869,24.07,29.572,32.126,12.7,0.079367273,449.6255493
30100,604986.0848,6156617.869,24.07,29.572,32.126,12.7,0.055269327,448.726593
30101,NA,NA,NA,NA,NA,NA,NA,NA
30102,NA,NA,NA,NA,NA,NA,NA,NA
30103,605071.0875,6156617.869,25.096,29.262,29.549,6.9066,0.041445199,449.6474915
30104,605099.4218,6156617.869,25.096,29.262,29.549,6.9066,0.04444886,450.5191345
30105,605127.756,6156617.869,23.179,31.15,37.621,23.343,0.046095137,451.4928284
30106,605156.0902,6156617.869,23.179,31.15,37.621,23.343,0.045458756,452.4014587
30107,605184.4245,6156617.869,23.179,31.15,37.621,23.343,0.04434032,453.0758667
30108,605212.7587,6156617.869,24.128,31.854,37.856,22.833,0.0443042,453.3545837
30109,605241.0929,6156617.869,24.128,31.854,37.856,22.833,0.043541837,453.2450562
30110,605269.4272,6156617.869,24.128,31.854,37.856,22.833,0.040142514,452.9676514
30111,605297.7614,6156617.869,24.128,31.854,37.856,22.833,0.036369804,452.7297058
30112,605326.0956,6156617.869,27.377,32.09,33.055,10.988,0.03491566,452.5321655
30113,605354.4299,6156617.869,27.377,32.09,33.055,10.988,0.033157952,452.2950745
30114,605382.7641,6156617.869,27.377,32.09,33.055,10.988,0.026956432,452.3897705
30115,605411.0983,6156617.869,26.385,32.574,35.859,16.779,0.036469344,453.2265625
30116,605439.4326,6156617.869,26.385,32.574,35.859,16.779,0.041949902,454.3905334
30117,605467.7668,6156617.869,26.385,32.574,35.859,16.779,0.042951554,455.6046753
30118,605496.101,6156617.869,26.385,32.574,35.859,16.779,0.044511322,456.821991
30119,605524.4353,6156617.869,26.802,33.837,38.287,20.362,0.049766969,458.0999756
30120,NA,NA,NA,NA,NA,NA,NA,NA
30121,NA,NA,NA,NA,NA,NA,NA,NA
30122,NA,NA,NA,NA,NA,NA,NA,NA
30123,NA,NA,NA,NA,NA,NA,NA,NA
30124,NA,NA,NA,NA,NA,NA,NA,NA
30125,NA,NA,NA,NA,NA,NA,NA,NA
30126,NA,NA,NA,NA,NA,NA,NA,NA
30127,NA,NA,NA,NA,NA,NA,NA,NA
30128,NA,NA,NA,NA,NA,NA,NA,NA
30129,NA,NA,NA,NA,NA,NA,NA,NA
30130,NA,NA,NA,NA,NA,NA,NA,NA
30131,NA,NA,NA,NA,NA,NA,NA,NA
30132,NA,NA,NA,NA,NA,NA,NA,NA
30133,NA,NA,NA,NA,NA,NA,NA,NA
30134,NA,NA,NA,NA,NA,NA,NA,NA
30135,NA,NA,NA,NA,NA,NA,NA,NA
30136,NA,NA,NA,NA,NA,NA,NA,NA
30137,NA,NA,NA,NA,NA,NA,NA,NA
30138,NA,NA,NA,NA,NA,NA,NA,NA
30139,NA,NA,NA,NA,NA,NA,NA,NA
30140,NA,NA,NA,NA,NA,NA,NA,NA
30141,NA,NA,NA,NA,NA,NA,NA,NA
30142,NA,NA,NA,NA,NA,NA,NA,NA
30143,NA,NA,NA,NA,NA,NA,NA,NA
30144,NA,NA,NA,NA,NA,NA,NA,NA
30145,NA,NA,NA,NA,NA,NA,NA,NA
30146,NA,NA,NA,NA,NA,NA,NA,NA
30147,NA,NA,NA,NA,NA,NA,NA,NA
30148,NA,NA,NA,NA,NA,NA,NA,NA
30149,NA,NA,NA,NA,NA,NA,NA,NA
30150,NA,NA,NA,NA,NA,NA,NA,NA
30151,NA,NA,NA,NA,NA,NA,NA,NA
30152,NA,NA,NA,NA,NA,NA,NA,NA
30153,NA,NA,NA,NA,NA,NA,NA,NA
30154,NA,NA,NA,NA,NA,NA,NA,NA
30155,NA,NA,NA,NA,NA,NA,NA,NA
30156,NA,NA,NA,NA,NA,NA,NA,NA
30157,NA,NA,NA,NA,NA,NA,NA,NA
30158,NA,NA,NA,NA,NA,NA,NA,NA
30159,NA,NA,NA,NA,NA,NA,NA,NA
30160,NA,NA,NA,NA,NA,NA,NA,NA
30161,NA,NA,NA,NA,NA,NA,NA,NA
30162,NA,NA,NA,NA,NA,NA,NA,NA
30163,NA,NA,NA,NA,NA,NA,NA,NA
30164,NA,NA,NA,NA,NA,NA,NA,NA
30165,NA,NA,NA,NA,NA,NA,NA,NA
30166,NA,NA,NA,NA,NA,NA,NA,NA
30167,NA,NA,NA,NA,NA,NA,NA,NA
30168,NA,NA,NA,NA,NA,NA,NA,NA
30169,NA,NA,NA,NA,NA,NA,NA,NA
30170,NA,NA,NA,NA,NA,NA,NA,NA
30171,NA,NA,NA,NA,NA,NA,NA,NA
30172,NA,NA,NA,NA,NA,NA,NA,NA
30173,NA,NA,NA,NA,NA,NA,NA,NA
30174,NA,NA,NA,NA,NA,NA,NA,NA
30175,NA,NA,NA,NA,NA,NA,NA,NA
30176,NA,NA,NA,NA,NA,NA,NA,NA
30177,NA,NA,NA,NA,NA,NA,NA,NA
30178,NA,NA,NA,NA,NA,NA,NA,NA
30179,NA,NA,NA,NA,NA,NA,NA,NA
30180,NA,NA,NA,NA,NA,NA,NA,NA
30181,NA,NA,NA,NA,NA,NA,NA,NA
30182,NA,NA,NA,NA,NA,NA,NA,NA
30183,NA,NA,NA,NA,NA,NA,NA,NA
30184,NA,NA,NA,NA,NA,NA,NA,NA
30185,NA,NA,NA,NA,NA,NA,NA,NA
30186,NA,NA,NA,NA,NA,NA,NA,NA
30187,NA,NA,NA,NA,NA,NA,NA,NA
30188,NA,NA,NA,NA,NA,NA,NA,NA
30189,NA,NA,NA,NA,NA,NA,NA,NA
30190,NA,NA,NA,NA,NA,NA,NA,NA
30191,NA,NA,NA,NA,NA,NA,NA,NA
30192,NA,NA,NA,NA,NA,NA,NA,NA
30193,NA,NA,NA,NA,NA,NA,NA,NA
30194,NA,NA,NA,NA,NA,NA,NA,NA
30195,NA,NA,NA,NA,NA,NA,NA,NA
30196,NA,NA,NA,NA,NA,NA,NA,NA
30197,NA,NA,NA,NA,NA,NA,NA,NA
30198,NA,NA,NA,NA,NA,NA,NA,NA
30199,NA,NA,NA,NA,NA,NA,NA,NA
30200,NA,NA,NA,NA,NA,NA,NA,NA
30201,NA,NA,NA,NA,NA,NA,NA,NA
30202,NA,NA,NA,NA,NA,NA,NA,NA
30203,NA,NA,NA,NA,NA,NA,NA,NA
30204,NA,NA,NA,NA,NA,NA,NA,NA
30205,NA,NA,NA,NA,NA,NA,NA,NA
30206,NA,NA,NA,NA,NA,NA,NA,NA
30207,NA,NA,NA,NA,NA,NA,NA,NA
30208,NA,NA,NA,NA,NA,NA,NA,NA
30209,NA,NA,NA,NA,NA,NA,NA,NA
30210,NA,NA,NA,NA,NA,NA,NA,NA
30211,NA,NA,NA,NA,NA,NA,NA,NA
30212,NA,NA,NA,NA,NA,NA,NA,NA
30213,NA,NA,NA,NA,NA,NA,NA,NA
30214,NA,NA,NA,NA,NA,NA,NA,NA
30215,NA,NA,NA,NA,NA,NA,NA,NA
30216,NA,NA,NA,NA,NA,NA,NA,NA
30217,NA,NA,NA,NA,NA,NA,NA,NA
30218,NA,NA,NA,NA,NA,NA,NA,NA
30219,601982.6558,6156589.535,32.248,37.342,44.093,37.626,0.121658139,368.0147705
30220,602010.9901,6156589.535,23.547,28.668,35.707,30.364,0.117521919,364.6051941
30221,602039.3243,6156589.535,23.547,28.668,35.707,30.364,0.107511342,361.3460999
30222,602067.6585,6156589.535,23.547,28.668,35.707,30.364,0.086152636,358.4936829
30223,602095.9928,6156589.535,23.547,28.668,35.707,30.364,0.05457668,356.4553223
30224,602124.327,6156589.535,23.826,27.073,31.042,21.714,0.027667006,355.4762268
30225,602152.6612,6156589.535,23.826,27.073,31.042,21.714,0.024862388,355.3869934
30226,602180.9955,6156589.535,23.826,27.073,31.042,21.714,0.030509507,355.7822266
30227,602209.3297,6156589.535,22.565,28.283,36.229,32.366,0.031702768,356.307373
30228,602237.664,6156589.535,22.565,28.283,36.229,32.366,0.0309799,356.6423645
